datetime,GID_1,gdp_ppp_departamento
2024-10-01,SLV_8,
2025-01-01,SLV_8,
2025-04-01,SLV_8,
2025-07-01,SLV_8,
2012-01-01,SLV_9,21.8652638619702
2012-04-01,SLV_9,21.87194644327039
2012-07-01,SLV_9,21.87251759993465
2012-10-01,SLV_9,21.88344970333714
2013-01-01,SLV_9,21.88158551066106
2013-04-01,SLV_9,21.90666364628753
2013-07-01,SLV_9,21.92825282495764
2013-10-01,SLV_9,21.93453243835213
2014-01-01,SLV_9,21.94142873719919
2014-04-01,SLV_9,21.94641336255132
2014-07-01,SLV_9,21.94429846184929
2014-10-01,SLV_9,21.94510551757088
2015-01-01,SLV_9,21.97081961839339
2015-04-01,SLV_9,21.96394270912461
2015-07-01,SLV_9,21.98200239654042
2015-10-01,SLV_9,21.98626735299433
2016-01-01,SLV_9,21.9815438740688
2016-04-01,SLV_9,22.01621825816906
2016-07-01,SLV_9,22.01716202100571
2016-10-01,SLV_9,22.02418001787103
2017-01-01,SLV_9,22.02173589662736
2017-04-01,SLV_9,22.03762341646258
2017-07-01,SLV_9,22.04335257184198
2017-10-01,SLV_9,22.05736290450926
2018-01-01,SLV_9,22.06222214502133
2018-04-01,SLV_9,22.07513341530946
2018-07-01,SLV_9,22.08050388444752
2018-10-01,SLV_9,22.08197360187594
2019-01-01,SLV_9,22.08856063583866
2019-04-01,SLV_9,22.09592018985964
2019-07-01,SLV_9,22.10551984656265
2019-10-01,SLV_9,22.11159684425816
2020-01-01,SLV_9,22.08964544930748
2020-04-01,SLV_9,21.87467475611238
2020-07-01,SLV_9,22.02166455811201
2020-10-01,SLV_9,22.09579606075264
2021-01-01,SLV_9,22.12709720223094
2021-04-01,SLV_9,22.13965008625916
2021-07-01,SLV_9,22.14562087070572
2021-10-01,SLV_9,22.15276267903927
2022-01-01,SLV_9,22.16017241848062
2022-04-01,SLV_9,22.1596435684723
2022-07-01,SLV_9,22.16419042274668
2022-10-01,SLV_9,22.16277009910026
2023-01-01,SLV_9,
2023-04-01,SLV_9,
2023-07-01,SLV_9,
2023-10-01,SLV_9,
2024-01-01,SLV_9,
2024-04-01,SLV_9,
2024-07-01,SLV_9,
2024-10-01,SLV_9,
2025-01-01,SLV_9,
2025-04-01,SLV_9,
2025-07-01,SLV_9,
